name,ofname,countryofreg,countryofown,owner,users,purpose,detpurpose,clasorbit,typeorbit,longitudegeo,perigee,apogee,eccentricity,inclination,period,launchmass,drymass,power,datelaunch,explifetime,contractor,countrycontractor,launchsite,launchvehicle
Apstar 6,Apstar 6,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,,GEO,,134.04,"35,778","35,794",1.90E-04,0.01,1436.08,"4,680",,,4/12/05,,Alcatel Space Industries,France/Italy,Xichang Satellite Launch Center,Long March 3B
Apstar 6C,Apstar 6C,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,,GEO,,134,"35,783","35,790",8.30E-05,0.05,1436.1,,,,5/3/18,15,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B
Apstar 6D,Apstar 6D,NR (7/20),China,APT Satellite Holdings Ltd.,Commercial,Communications,,GEO,,134,"35,785","35,885",1.18E-03,0.01,1438.5,"5,550",,,7/9/20,15,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B
Apstar 7,Apstar 7,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,,GEO,,76.5,"35,864","35,874",1.18E-04,0.03,1440.31,"5,054",,,3/31/12,15,Thales Alenia Space,France/Italy,Xichang Satellite Launch Center,Long March 3B
Apstar 9,Apstar 9,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,,GEO,,142,"35,782","35,788",7.12E-05,0.12,1436.01,"5,200",,"10,500",10/16/15,15,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B
Arabsat 5C,Arabsat 5C,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,19.99,"35,766","35,805",4.63E-04,0.06,1436.06,"4,630",,,9/21/11,15,Astrium/Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA
Arabsat 6A,Arabsat 6A,NR,Multinational,Arab Satellite Communications Org. (ASCO),Commercial,Communications,,GEO,,30.5,"35,774","35,811",4.39E-04,0.01,"1,436.00","6,465",,"20,000",4/11/19,15,Lockheed Martin,USA,Cape Canaveral,Falcon Heavy
Arabsat 7F (Nimiq 1) ,Arabsat 7F,Canada,Multinational,Arab Satellite Communications Org. (ASCO),Commercial,Communications,,GEO,,44.5,"35,778","35,794",1.90E-04,0.01,1436.09,"3,600","1,700","8,600",5/20/99,12,Lockheed Martin/Spar Aerospace,USA/Canada,Baikonur Cosmodrome,Proton D
Arkyd-6A,Arkyd-6A,USA,USA,Planetary Resources,Commercial,Technology Development,,LEO,Sun-Synchronous,0,493,505,8.73E-04,97.5,94.5,10,,,1/11/18,,Planetary Resources,USA,Satish Dhawan Space Centre,PSLV
ARMADILLO (Attitude Related Maneuvers and Debris Instrument in Low (L) Orbit),ARMADILLO,USA,USA,Satellite Design Laboratory UT Austin/Baylor University,Civil,Technology Development,,Elliptical,,0,305,851,3.93E-02,28.5,96.2,4,,,6/25/19,,UT Austin/Baylor University,USA,Cape Canaveral,Falcon Heavy
ArSat 1,ArSat 1,Argentina,Argentina,ArSat,Commercial,Communications,,GEO,,-71.8,"35,778","35,795",2.02E-04,0.01,1436.07,"3,000",,,10/16/14,15,INVAP S.E.,Argentina,Guiana Space Center,Ariane 5 ECA
ArSat 2,ArSat 2,Argentina,Argentina,ArSat,Commercial,Communications,,GEO,,-81,"35,786","35,801",1.78E-04,0.01,1436.06,"2,977",,"4,600",9/30/15,15,INVAP S.E.,Argentina,Guiana Space Center,Ariane 5 ECA
AsiaSat-3S (Asiasat 3SA),AsiaSat-3S,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,105.55,"35,780","35,792",1.42E-04,0.02,1436.07,"3,480","2,500","10,000",3/21/99,15,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Proton K
AsiaSat-5,AsiaSat-5,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,100.5,"35,778","35,795",2.02E-04,0,1436.11,"3,760",,,8/11/09,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Breeze M
AsiaSat-6 (Thaicom-7),AsiaSat-6,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,120,"35,783","35,793",1.19E-04,0.07,1436.17,"3,700",,,9/7/14,15,Space Systems/Loral,USA,Cape Canaveral,Falcon 9
AsiaSat-7,AsiaSat-7,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,105.5,"35,782","35,793",1.30E-04,0.02,1436.17,"3,813",,,11/25/11,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M
AsiaSat-8,AsiaSat-8,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,105.5,"35,781","35,793",1.42E-04,0.07,1436.1,"4,500",,"8,500",8/5/14,15,Space Systems/Loral,USA,Cape Canaveral,Falcon 9
AsiaSat-9,AsiaSat-9,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,122,"35,783","35,790",8.30E-05,0.02,1436.1,"6,140",,,9/28/17,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton
AsiaStar ,AsiaStar,USA,USA,1Worldspace,Commercial,Communications,,GEO,,104.97,"35,773","35,801",3.32E-04,0.02,1436.15,"2,775","1,530","5,600",3/21/00,15,Alcatel Space Industries,France,Guiana Space Center,Ariane 5G
ASNARO 1 (Advanced Satellite with New system Architecture for Observation),ASNARO-1,Japan,Japan,Japan Space Systems,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,506,507,7.27E-05,97.48,94.75,500,,,11/6/14,3,NEC Corporation,Japan,Dombarovsky Air Base,Dnepr
ASNARO 2 (Advanced Satellite with New system Architecture for Observation),ASNARO-2,Japan,Japan,Japan Space Systems,Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0,493,505,8.73E-04,97.3,94.5,570,,,1/17/18,3,NEC Corporation,Japan,Uchinoura Space Center,Epsilon
Astra 1D ,Astra 1D,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,67.7,"35,776","35,795",2.25E-04,1.15,1436.08,"2,924","1,700","3,300",11/1/94,15,Hughes Space and Communications Co.,USA,Guiana Space Center,Ariane 42P
Astra 1F ,Astra 1F,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,19.22,"35,778","35,797",2.25E-04,0.03,1436.15,"3,010","1,800","4,400",4/18/96,15,Hughes Space and Communications Co.,USA,Baikonur Cosmodrome,Proton K
Astra 1G ,Astra 1G,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,19.24,"35,780","35,791",1.30E-04,0.04,1436.08,"3,379","3,010","6,600",12/2/97,15,Hughes Space and Communications Co.,USA,Baikonur Cosmodrome,Proton K
Astra 1KR,Astra 1KR,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,19.16,"35,766","35,807",4.86E-04,0.08,1436.1,"4,332",,"12,000",4/20/06,15,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas 5
Astra 1L,Astra 1L,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,19.3,"35,772","35,798",3.08E-04,0.05,1436.03,"4,500",,"13,000",5/4/07,15,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA
Astra 1M,Astra 1M,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,19.2,"35,804","35,852",5.69E-04,0.14,1438.2,"5,345",,"9,900",11/5/08,15,EADS Astrium,France,Baikonur Cosmodrome,Proton M
Astra 1N,Astra 1N,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,28.2,"35,715","35,780",7.72E-04,0.12,1434.1,"5,350",,,8/6/11,15,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA
Astra 2A ,Astra 2A,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,28.16,"35,776","35,797",2.49E-04,0.08,1436.12,"3,635","2,500","7,000",8/30/98,15,Hughes Space and Communications Co.,USA,Baikonur Cosmodrome,Proton K
Astra 2B ,Astra 2B,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,31.33,"35,772","35,801",3.44E-04,0.07,1436.11,"3,315","1,400","7,800",9/14/00,14,Astrium,France/UK/Germany,Guiana Space Center,Ariane 5G
Astra 2C ,Astra 2C,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,28.21,"35,768","35,804",4.27E-04,0.07,1436.12,"3,643","2,000","7,000",6/16/01,15,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Proton K
Astra 2D,Astra 2D,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,28.14,"35,770","35,802",3.80E-04,0.07,1436.1,"1,420",700,"1,500",12/19/00,15,Hughes Space and Communications Co.,USA,Guiana Space Center,Ariane 5G
Astra 2E (Eutelsat 28E),Astra 2E,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,28.2,"35,781","35,793",1.42E-04,0.11,1436.12,"6,052",,"13,000",9/29/13,15,EADS Astrium,France,Baikonur Cosmodrome,Proton M
Astra 2F (Eutelsat 28F),Astra 2F,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,28.2,"35,777","35,795",2.13E-04,0.06,1436.07,"6,000","2,660",,9/28/12,15,EADS Astrium,France/UK/Germany,Guiana Space Center,Ariane 5 ECA
Astra 2G (Eutelsat 28G),Astra 2G,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,28.2,"35,785","35,789",4.74E-05,0.09,1436.11,"6,000",,"13,000",12/27/14,15,Airbus Defense and Space,Germany/France,Baikonur Cosmodrome,Proton M
Astra 3A ,Astra 3A,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,23.48,"35,770","35,804",4.03E-04,0.06,1436.07,"1,500",750,"1,500",3/29/02,10,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L
Astra 3B,Astra 3B,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,23.5,"35,768","35,806",4.51E-04,0.08,1436.11,"5,471",,"10,000",5/21/10,15,EADS Astrium,France/UK/Germany/Spain,Guiana Space Center,Ariane 5 ECA
Astra 5B,Astra 5B,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,31.55,"35,787","35,793",7.12E-05,0.05,1436.26,"5,724",,,3/22/14,15,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA
Astranis Demosat-2,Astranis Demosat-2,USA,USA,Astranis,Commercial,Technology Development,,LEO,Sun-Synchronous,0,494,505,8.01E-04,97.5,94.5,,,,1/11/18,,Astranis,USA,Satish Dhawan Space Centre,PSLV
Astrocast 0.1,Astrocast 0.1,NR,Switzerland,Astrocast,Commercial,Communications,,LEO,Sun-Synchronous,0,574,590,1.15E-03,97.7,96.3,4,,,12/3/18,,Astrocast,Switzerland,Vandenberg AFB,Falcon 9
Astrocast 0.2,Astrocast 0.2,NR,Switzerland,Astrocast,Commercial,Communications,,LEO,Sun-Synchronous,0,493,510,1.24E-03,97.5,94.6,4,,,4/1/19,,Astrocast,Switzerland,Satish Dhawan Space Centre,PSLV
Astrosat,Astrosat,NR,India,Telemetry Tracking and Command Network (ISTRAC) Centre,Government,Space Science,,LEO,Equatorial,0,632,649,1.21E-03,5.99,97.54,230,,,9/28/15,5,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV C-30
AT&T T16,AT&T T16,USA,USA,"DirecTV, Inc.",Commercial,Communications,,GEO,,-101,"35,653","36,757",1.30E-02,0.02,1436.07,"6,350",,,6/20/19,15,Airbus Defense and Space,France,Guiana Space Center,Ariane 5
Athena,Athena,NR (12/20),USA,PointView Tech,Commercial,Communications,,LEO,Sun-Synchronous,0,516,524,5.81E-04,97.4,94.5,138,,,9/2/20,,Maxar Technologies,USA,Guiana Space Center,Vega
Athena-Fidus  (Access on THeatres for European Nations Allied forces - French Italian Dual Use Satellite),Athena-Fidus,France,France/Italy,Centre National d'Etudes Spatiales (CNES)/Agenzia Spaziale Italiana (ASI),Government/Military,Communications,,GEO,,25,"35,784","35,788",4.74E-05,0.05,1436.06,"3,080",,,2/6/14,15,Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA
Athenoxat-1 (Athene Noctua Experimental Satellite) ,Athenoxat-1,NR,Singapore,Microspace Rapid Pvt Ltd.,Commercial,Technology Development,,LEO,Equatorial,0,532,550,1.30E-03,14.98,95.46,6,,,12/16/15,,Microspace Rapid Pvt Ltd.,Singapore,Satish Dhawan Space Centre,PSLV-C29
Aurora  (Tabletsat-2U-EO),Aurora,Russia,Russia,SPUTNIX Ltd.,Commercial,Technology Development,,LEO,Sun-Synchronous,0,583,618,2.51E-03,97.99,96.7,25,,,6/19/14,1,Sputnix Ltd.,Russia,Dombarovsky Air Base,Dnepr
Azerspace 1/Africasat-1a,Azerspace 1/Africasat-1a,Azerbaijan,Azerbaijan,Azercosmos,Government,Communications,,GEO,,46,"35,778","35,794",1.90E-04,0.04,1436.08,"3,250","1,438",,2/7/13,15,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA
Azerspace 2/Intelsat-38,Azerspace 2/Intelsat-38,Azerbaijan,Azerbaijan,Azercosmos,Government,Communications,,GEO,,45,"35,750","35,750",0.00E+00,0.02,1436.1,"3,500",,,9/25/18,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA
AztecSat-1,AztecSat-1,Mexico,USA/Mexico,Autonomous Popular University of the State of Puebla,Government/Civil,Technology Development,,LEO,Non-Polar Inclined,0,412,423,8.10E-04,51.6,92.9,2,,,2/19/20,,NASA/Mexican Space Agency,USA/Mexico,International Space Station,Nanorack Deployer
Badr 4 (Arabsat 4B),Badr 4,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,26.02,"35,780","35,791",1.30E-04,0.07,1436.06,"3,304","1,487",,11/8/06,15,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton M
Badr 5 (Arabsat 5B),Badr 5,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,26,"35,834","35,883",5.80E-04,0.06,1439.76,"5,420",,,6/3/10,15,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton
Badr 5A (Arabsat 5A),Badr 5A,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,30.5,"35,605","35,623",2.14E-04,0.03,1427.27,"4,940",,,6/26/10,15,EADS Astrium,France/UK/Germany/Spain,Guiana Space Center,Ariane 5 ECA
Badr 6 (Arabsat 4AR),Badr 6,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,26.08,"35,768","35,805",4.39E-04,0.05,1436.1,"3,400",,"6,000",7/7/08,15,EADS Astrium,France/UK/Germany/Spain,Guiana Space Center,Ariane 5 ECA
Badr 7 (Arabsat 6B),Badr 7,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,26,"35,768","35,817",5.81E-04,0.1,"1,436.00","5,500",,,11/10/15,15,Airbus Defense and Space,France/UK/Germany/Spain,Guiana Space Center,Ariane 5
Bangabandhu 1 ,Bangabandhu 1,NR,Bangladesh,Bangladesh Telecommunication Regulatory Commission (BTRC),Government,Communications,,GEO,,119.1,"35,778","35,793",1.78E-04,0,"1,436.06","3,500",,,5/11/18,15,Thales Alenia Space,France/Belgium/Spain/Italy,Cape Canaveral,Falcon 9
BARS-M (Cosmos 2503),Cosmos 2503,Russia,Russia,Ministry of Defense,Military,Earth Observation,Electronic Intelligence,LEO,Sun-Synchronous,0,570,586,1.15E-03,97.7,96.1,"4,000",,,2/27/15,5,Progress Rocket and Space Center,Russia,Plesetsk Cosmodrome,Soyuz-2.1b
BARS-M (Cosmos 2515),Cosmos 2515,Russia,Russia,Ministry of Defense,Military,Earth Observation,Electronic Intelligence,LEO,Sun-Synchronous,0,549,594,3.24E-03,97.62,96.1,"4,000",,,3/24/16,5,Progress Rocket and Space Center,Russia,Plesetsk Cosmodrome,Soyuz 2.1a
BDSAGR-1,BDSAGR-1,NR (12/20),China,"GasTianta and GZH-HNJ BDS AGR Co., Ltd.",Commercial,Earth Observation,,LEO,Sun-Synchronous,0,613,634,1.50E-03,97.9,97.1,40,,,12/21/19,3,MinoSpace Technology,China,Taiyuan Launch Center,Long March 4B
Beesat-4,Beesat-4,Germany,Germany,Technical University Berlin,Civil,Technology Development,,LEO,Sun-Synchronous,0,487,500,9.47E-04,97,94.5,1,,,6/22/16,,Technical University Berlin,Germany,Satish Dhawan Space Centre,PSLV
Beesat-9 (Tubsat-17),Beesat-9,Germany,Germany,Technical University Berlin,Civil,Technology Development,,LEO,Sun-Synchronous,0,514,546,2.32E-03,97.5,95.2,1,,,7/5/19,,Technical University Berlin,Germany,Vostochny Cosmodrome,Soyuz 2.1b
Beidou 2-12 (Compass M3),Beidou 2-12,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"21,460","21,595",2.42E-03,55.16,773.19,"2,200",,,4/28/12,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou 2-13 (Compass M4),Beidou 2-13,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"21,452","21,603",2.71E-03,55.1,773.21,"2,200",,,4/28/12,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou 2-15 (Compass M6),Beidou 2-15,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"21,477","21,574",1.74E-03,55,773.1,"3,800",,,9/18/12,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou 2-16 (Compass G-6),Beidou 2-16,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,GEO,,80,"35,775","35,799",2.85E-04,1.84,1436.11,"3,800","2,300",,10/25/12,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3C
Beidou 2-17 (IGSO-6),Beidou 2-17,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,GEO,,100.3,"35,676","35,890",2.54E-03,54.97,1435.92,"4,200","1,900",,3/30/16,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
Beidou 2-18 (Compass G-7),Beidou 2-18,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,GEO,,144,"35,776","35,794",2.13E-04,1.84,1436.1,"3,800",,,6/12/16,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3C
Beidou 3I-1S,Beidou 3I-1S,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,GEO,,107.48,"35,796","36,781",1.15E-02,54.9,1461.81,"4,200",,,3/30/15,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3C
Beidou 3I-2S,Beidou 3I-2S,NR,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,GEO,,89.5,"35,606","35,953",4.12E-03,55,1435.73,"4,200",,,9/29/15,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou 3M1 ,Beidou 3-M1,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,0,"21,506","21,549",7.71E-04,55,773.2,800,280,,11/5/17,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou 3M1 (Beidou 23),Beidou 3-23,NR (12/20),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,0,"21,509","21,561",9.32E-04,55,773.2,800,280,,9/22/19,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou 3M1 (Beidou 24),Beidou 3-24,NR (12/20),China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,0,"21,515","21,554",6.99E-04,55,773.2,800,280,,9/22/19,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou 3M1 (Beidou 25),Beidou 3-25,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,0,"21,541","22,549",1.77E-02,55,773.2,800,280,,11/5/17,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou 3M-1S,Beidou 3M-1S,NR,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"21,520","21,549",5.20E-04,55,773.2,800,280,,7/25/15,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou 3M-2S,Beidou 3M-2S,NR,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,Non-Polar Inclined,0,"21,521","21,550",5.20E-04,55,773.3,800,280,,7/25/15,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou DW 26,Beidou DW 26,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,0,"21,514","21,541",4.84E-04,55,773.2,800,280,,1/11/18,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou DW 27,Beidou DW 27,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,0,"21,516","21,539",4.12E-04,55,773.2,800,280,,1/11/18,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou DW 28,Beidou DW 28,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,0,"21,508","21,547",6.99E-04,55,773.2,800,280,,2/12/18,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou DW 29,Beidou DW 29,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,0,"21,504","21,551",8.42E-04,55,773.2,800,280,,2/12/18,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou DW 30,Beidou DW 30,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,0,"21,521","21,533",2.15E-04,55,773.2,800,280,,3/29/18,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou DW 31,Beidou DW 31,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,0,"21,542","22,191",1.15E-02,55,773.2,800,280,,3/29/18,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou DW 32,Beidou DW 32,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,GEO,,110,"35,691","35,876",2.19E-03,55,1436.1,800,280,,7/9/18,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3A
Beidou DW 33,Beidou DW 33,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,0,"21,509","21,545",6.45E-04,55,773.2,800,280,,7/29/18,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
Beidou DW 34,Beidou DW 34,China,China,Chinese Defense Ministry,Military/Government,Navigation/Global Positioning,,MEO,,0,"21,516","21,538",3.94E-04,55,773.2,800,280,,7/29/18,8,Space Technology Research Institute (part of CASC),China,Xichang Satellite Launch Center,Long March 3B
